15000 3000
182 103 90
143 234 45
289 17 135
200 5 90
13 125 45
177 105 135
283 192 0
176 166 45
214 205 90
116 298 90
5 39 90
256 83 135
267 138 90
259 188 90
114 171 0
76 46 135
241 81 90
147 77 90
215 78 0
182 136 90
149 32 135
171 108 90
198 281 135
182 171 90
239 293 45
2 245 0
51 174 45
234 156 0
211 40 90
40 56 45
213 53 0
20 63 135
293 45 90
131 262 0
293 137 45
2 83 45
51 146 90
268 144 0
199 280 45
25 151 135
87 18 135
158 120 45
66 233 0
102 154 0
217 148 0
2 80 135
38 225 45
217 26 45
262 58 90
59 201 90
89 227 45
235 258 0
279 29 45
105 10 45
219 81 45
270 121 135
6 277 90
121 69 135
276 299 135
278 160 0
67 218 135
283 201 45
128 274 90
117 249 0
32 50 45
179 3 45
79 127 45
86 296 0
124 191 0
97 290 135
35 194 135
150 101 45
131 186 0
98 285 135
288 48 90
96 153 90
72 35 135
1 145 45
49 211 90
8 241 45
121 97 135
105 280 45
96 266 90
30 73 135
43 73 0
64 208 135
251 78 45
126 6 45
284 300 45
196 28 45
194 158 45
217 105 0
120 19 90
176 218 90
186 190 0
225 104 90
56 108 45
279 249 90
203 212 135
286 130 135
44 116 135
110 65 0
6 264 90
209 36 0
283 217 0
257 128 45
154 30 45
10 12 90
294 174 45
289 184 0
162 42 0
74 144 135
157 22 45
204 202 135
296 183 0
68 50 0
267 114 90
178 61 0
18 153 0
112 134 90
125 148 0
55 218 0
220 33 135
173 78 45
78 86 135
105 229 0
22 105 135
271 125 90
286 261 45
294 219 45
34 29 45
135 161 0
104 239 45
178 182 90
202 166 90
200 297 135
180 54 45
57 192 0
110 94 45
159 134 90
170 155 45
52 129 135
149 287 90
244 16 45
198 231 135
104 148 135
56 168 135
88 5 90
189 235 90
246 26 135
297 172 45
131 139 0
261 85 90
63 213 0
206 16 0
78 257 0
219 118 90
67 244 135
25 71 45
215 247 45
67 184 0
104 276 45
196 290 90
280 44 135
179 184 90
157 121 90
116 67 90
89 256 0
210 281 45
15 226 0
3 223 45
250 219 135
165 138 0
75 164 45
203 89 0
3 232 90
186 196 0
4 170 0
152 15 135
109 273 135
12 93 135
59 124 90
85 224 135
111 241 90
43 206 45
126 220 90
291 296 0
145 271 90
211 239 45
189 136 45
241 157 135
135 74 0
284 186 135
264 165 0
202 19 45
133 198 135
269 189 0
171 171 135
289 200 45
25 235 90
37 106 45
35 71 0
268 151 0
74 299 0
188 237 90
234 20 90
130 14 135
16 286 45
98 105 0
259 20 45
287 23 0
136 124 90
111 59 135
291 129 0
59 264 135
50 212 135
62 205 45
68 268 45
201 99 90
46 242 45
284 153 0
226 10 135
37 114 135
19 122 135
273 26 90
282 2 0
7 212 0
92 109 45
45 249 135
113 96 90
49 88 90
123 202 45
61 266 90
272 26 90
101 69 0
266 270 45
234 15 135
242 203 0
95 284 0
49 205 135
291 124 0
246 269 0
5 159 135
170 89 135
65 78 90
165 109 90
3 197 0
133 57 45
53 176 45
70 206 0
10 204 45
262 131 0
119 64 135
244 297 135
204 200 90
81 80 90
119 208 0
45 29 0
162 72 90
213 44 135
53 294 135
180 86 45
154 213 135
174 102 135
147 255 0
148 124 0
289 108 0
150 152 90
190 252 45
87 208 135
132 103 90
264 2 135
197 74 45
217 161 45
106 37 45
38 179 45
48 286 135
126 183 90
67 239 45
223 190 45
278 110 135
117 127 90
250 98 0
177 117 45
106 191 0
101 253 135
164 279 0
219 158 0
14 45 90
31 216 135
250 33 0
199 72 135
181 190 45
150 123 135
6 43 90
230 193 45
141 118 0
286 228 0
49 141 90
199 100 0
223 16 90
159 58 0
2 52 90
106 181 45
29 89 45
36 214 45
120 226 90
39 201 45
272 271 90
134 160 0
222 12 45
125 104 135
96 234 0
210 68 135
299 90 0
202 151 135
176 224 45
171 72 135
288 292 45
8 224 135
241 73 135
101 28 135
253 285 135
246 131 135
100 134 90
93 104 0
191 122 90
164 159 0
163 190 0
209 51 90
86 241 45
103 150 135
68 74 0
152 139 45
224 287 0
250 115 135
117 125 45
178 199 135
144 247 135
275 255 135
33 174 45
115 9 135
183 162 45
259 33 90
134 241 45
81 230 45
9 263 0
80 185 45
229 11 0
135 287 135
97 287 90
205 210 90
189 193 0
59 154 90
171 230 45
196 50 90
293 241 135
227 73 135
53 195 0
186 100 0
106 35 0
294 195 45
168 279 0
168 181 135
7 138 45
279 260 0
94 101 45
263 189 0
167 220 0
214 215 90
10 117 45
28 251 135
298 143 90
56 233 90
193 266 90
105 179 45
114 28 90
278 193 45
280 85 0
10 131 135
90 213 90
201 5 90
259 292 45
166 219 45
261 84 135
143 147 135
87 89 90
7 97 90
278 117 90
122 25 135
156 199 90
190 126 45
279 179 45
145 172 45
252 129 135
278 74 45
148 163 90
172 16 0
106 128 0
193 98 135
250 151 135
10 276 135
293 3 135
288 97 45
202 287 135
96 168 45
282 289 45
289 207 0
199 88 135
292 93 0
16 32 45
299 76 135
172 291 45
287 61 135
169 135 135
26 78 90
216 94 0
149 283 0
152 162 45
47 138 135
214 248 0
103 98 45
158 46 45
292 149 135
224 15 90
155 70 0
11 26 45
22 122 45
83 231 45
299 8 0
272 233 90
249 210 135
116 266 135
131 47 135
241 292 0
25 135 45
233 193 135
260 105 90
74 135 45
78 143 0
64 31 90
99 249 135
115 49 135
280 170 0
105 201 45
151 251 90
199 53 0
129 226 90
152 85 45
129 109 45
152 211 135
182 105 90
116 218 45
29 143 90
279 103 45
237 244 0
135 213 90
87 8 90
55 15 90
182 97 45
260 187 45
298 152 90
122 37 90
179 49 90
27 274 45
181 7 135
249 67 90
299 32 90
272 8 45
139 166 135
98 103 45
17 57 0
135 180 0
255 157 90
18 71 45
86 167 0
109 8 45
80 71 135
192 159 135
193 59 0
57 227 45
284 169 135
9 162 90
34 189 45
249 155 0
244 244 0
265 46 90
39 33 45
250 180 90
275 188 90
79 221 135
37 90 45
82 66 90
83 270 90
279 226 0
288 18 0
199 46 0
223 286 90
300 106 90
207 105 45
55 110 45
263 174 45
161 69 135
14 179 0
209 16 0
219 116 135
241 238 135
54 116 0
161 240 90
142 285 135
187 144 45
28 201 135
88 6 45
276 144 0
111 138 45
139 271 45
171 7 45
43 70 0
133 263 135
95 200 45
163 283 45
195 116 0
126 125 135
210 289 135
150 188 90
288 295 135
73 94 0
13 74 135
252 186 45
289 248 135
295 51 90
102 189 45
209 121 90
290 218 135
263 87 0
13 110 0
85 137 0
167 239 0
115 69 0
78 277 135
246 226 135
30 220 90
147 291 135
153 290 45
112 246 135
250 291 0
221 213 45
156 59 90
272 25 90
292 217 0
238 45 135
83 272 0
158 45 135
254 73 135
147 280 45
293 270 90
269 4 0
100 277 90
274 248 0
152 238 135
233 84 90
141 80 90
118 174 45
294 240 90
239 30 135
9 27 135
234 229 0
216 237 45
300 30 45
75 88 90
131 206 0
43 119 135
62 279 45
205 175 135
90 66 0
11 1 0
37 6 45
223 185 135
230 300 0
241 143 135
130 257 45
289 167 90
188 79 135
274 12 90
40 223 135
92 139 135
190 148 135
205 300 45
214 56 45
160 211 135
34 51 90
287 195 90
104 136 0
159 51 0
146 255 0
164 295 135
219 223 135
129 258 135
191 272 90
155 225 135
252 173 0
110 220 90
239 73 0
49 152 45
83 180 135
91 270 90
183 151 90
283 272 90
66 49 45
127 276 45
150 185 0
142 255 45
63 171 135
45 271 45
286 52 0
279 12 90
5 274 90
253 214 90
152 138 45
97 234 0
208 256 45
233 147 135
258 51 135
59 279 90
23 296 90
88 129 90
193 254 45
56 86 90
20 260 0
28 96 90
76 113 45
119 61 0
256 97 135
54 57 45
23 1 135
167 250 0
138 78 45
233 9 45
300 134 45
175 238 90
260 52 45
241 286 0
54 91 45
45 104 0
174 268 45
30 250 90
286 97 90
215 20 45
3 267 135
260 207 135
144 99 45
185 247 45
146 66 0
287 69 0
172 169 45
147 12 90
46 184 45
250 84 45
141 214 0
299 49 90
167 151 90
184 171 90
274 230 45
269 267 90
109 224 90
48 89 135
191 126 90
199 171 90
269 225 45
181 5 45
221 5 90
258 202 45
70 105 45
89 62 0
259 65 45
294 87 135
241 212 135
204 62 90
28 138 90
282 265 90
151 39 135
24 167 135
259 167 0
201 21 90
247 69 0
254 232 90
239 59 90
98 1 45
47 76 135
165 79 0
280 216 90
240 128 0
25 190 135
59 178 0
300 188 0
298 209 45
170 121 45
283 96 0
127 99 0
120 101 0
242 140 90
73 61 45
32 183 90
157 5 90
272 4 0
93 264 90
98 278 0
280 15 45
83 20 0
211 265 0
73 25 45
162 202 45
227 105 135
250 281 45
207 276 0
153 7 0
193 70 0
41 197 135
229 189 0
154 50 45
18 213 90
52 41 0
109 287 90
154 170 0
35 164 90
52 61 90
115 269 0
8 127 0
149 7 90
286 131 0
131 228 0
63 211 45
141 196 0
59 54 135
244 152 135
290 13 45
238 79 90
205 19 90
189 247 90
244 83 0
176 270 45
266 256 135
59 2 45
194 208 90
201 24 45
204 70 135
45 247 0
292 244 90
263 40 135
115 143 90
272 125 135
165 252 0
51 68 90
45 72 135
269 206 45
299 216 45
97 156 0
45 91 135
247 157 0
218 40 45
172 88 45
252 262 45
145 67 45
199 157 90
255 210 45
268 129 45
197 102 45
190 24 0
71 220 0
139 127 135
105 2 0
176 19 135
205 107 135
97 158 0
138 17 90
36 5 0
252 235 135
19 149 0
125 191 45
167 276 0
194 267 0
37 260 135
256 247 0
43 9 45
167 251 45
278 30 135
156 119 0
184 230 45
153 43 0
53 70 90
262 172 0
166 56 0
169 276 45
277 257 135
128 273 135
102 172 45
3 54 0
97 254 45
178 123 0
157 112 45
70 224 45
26 57 135
177 196 0
158 216 135
39 48 45
266 202 0
277 12 45
284 265 135
31 288 90
47 158 90
162 239 90
11 2 135
35 202 0
178 11 135
71 19 45
89 87 135
296 100 135
23 106 0
159 112 90
19 54 45
224 111 45
87 76 0
276 164 45
59 209 45
222 295 90
217 164 45
166 72 0
52 77 90
40 299 45
39 282 0
154 245 135
202 104 135
59 167 135
283 33 135
134 25 45
6 54 90
278 2 45
246 180 135
206 130 45
205 251 0
133 6 0
7 140 45
185 175 135
119 273 45
232 122 45
117 49 135
265 217 45
141 103 135
225 106 45
178 84 90
178 186 135
73 59 0
216 264 135
10 68 45
173 153 0
229 94 90
176 18 0
211 11 135
68 89 0
81 139 0
288 189 0
263 173 90
94 232 90
113 16 0
260 13 135
90 233 135
61 165 0
274 241 90
24 276 135
42 25 45
61 226 90
22 263 0
255 218 0
274 173 90
70 183 45
274 259 135
42 4 135
138 50 135
171 298 135
203 77 45
226 72 45
56 28 45
287 29 45
175 234 0
62 76 90
253 255 0
265 56 135
265 210 45
67 200 0
265 165 135
64 117 90
186 294 135
46 230 135
88 206 135
162 101 45
259 170 135
69 256 0
120 5 45
106 297 45
123 271 45
128 202 0
275 31 90
32 21 0
25 179 90
169 65 90
289 256 0
294 275 135
215 284 0
195 294 90
145 297 90
196 86 0
76 42 45
30 234 0
220 38 0
108 86 45
267 249 0
259 251 0
236 214 45
265 157 135
209 49 0
1 292 135
131 287 135
299 13 45
42 272 0
245 164 135
170 143 45
49 9 135
276 139 90
260 63 0
130 112 135
233 143 90
131 33 45
99 79 45
210 39 135
275 73 135
70 203 135
9 163 90
128 201 135
124 208 45
283 284 90
39 6 0
228 86 90
51 220 0
176 98 135
165 8 0
108 163 90
180 38 0
171 78 0
185 142 135
107 169 90
218 174 45
269 45 90
295 265 45
54 72 0
235 197 0
240 245 135
21 18 135
253 38 90
141 41 90
173 98 135
58 237 90
25 13 45
164 35 45
40 19 45
191 4 90
161 120 0
203 283 135
111 291 135
207 48 90
45 8 135
83 112 45
212 68 135
97 121 135
125 102 45
232 15 45
75 69 135
113 244 135
61 286 45
267 63 135
267 103 0
186 6 45
27 213 90
11 52 0
176 164 45
134 50 45
195 17 45
98 113 90
30 177 90
48 129 0
103 89 90
108 239 45
29 20 0
237 140 90
216 120 45
52 9 90
31 3 135
196 13 90
58 147 45
275 163 0
164 227 135
295 72 45
129 241 0
36 213 135
42 206 0
49 292 135
133 186 90
213 83 45
202 197 90
149 192 90
233 51 0
219 153 135
228 224 90
174 173 135
282 111 0
286 160 135
289 130 90
272 183 90
75 151 90
58 173 0
294 297 90
286 243 90
45 205 90
215 96 45
59 50 90
53 36 135
44 230 90
223 157 135
125 182 0
153 28 90
185 11 45
108 90 90
263 57 45
272 297 45
71 181 90
148 78 0
20 95 135
164 63 90
192 252 90
168 143 45
184 50 0
179 177 0
234 222 45
275 272 0
178 212 90
173 174 90
133 60 90
241 43 0
105 88 135
215 40 0
128 21 45
97 135 45
265 227 135
256 242 0
194 300 0
80 275 90
48 225 45
21 293 45
241 86 45
103 183 90
22 157 135
259 74 0
183 47 90
220 289 135
42 42 0
80 66 135
23 218 90
174 205 135
102 73 0
36 272 45
215 267 135
294 141 45
145 21 0
151 168 90
37 166 0
82 28 135
154 263 135
207 71 45
207 22 90
64 269 45
80 132 135
34 267 0
87 155 45
262 146 90
82 135 90
290 139 90
275 7 45
201 136 0
270 181 135
276 104 90
129 271 135
280 236 0
54 291 45
65 174 0
287 32 90
201 235 135
36 138 135
142 71 135
120 54 135
269 259 135
91 86 90
255 163 45
40 143 135
73 290 0
220 150 135
223 296 135
255 191 135
135 65 0
66 77 45
253 260 45
283 173 90
290 48 90
17 239 135
13 215 45
64 206 45
248 263 45
101 148 135
270 23 90
159 118 0
139 198 0
186 265 135
189 104 90
285 225 45
176 194 0
109 42 45
66 286 90
288 124 90
291 203 45
201 194 135
298 70 90
242 214 90
189 184 45
128 230 0
267 174 135
122 124 45
57 38 0
26 154 45
226 255 90
54 254 0
158 281 135
4 271 90
269 61 45
162 268 90
1 240 135
12 274 45
287 143 45
26 140 90
71 210 90
72 23 45
29 145 135
57 276 135
173 293 0
153 38 90
175 108 0
223 259 90
294 274 0
203 289 135
151 207 0
172 128 0
268 235 45
130 223 45
146 99 45
294 116 90
251 84 90
291 271 45
244 51 90
287 217 0
225 255 135
143 179 45
243 144 135
132 195 45
196 235 0
269 132 45
274 191 90
240 57 90
15 108 0
229 211 0
2 237 135
10 138 0
85 292 0
243 92 135
29 13 90
182 233 0
231 82 90
123 253 135
207 152 45
115 80 90
65 165 0
25 35 90
31 28 45
113 179 135
221 226 90
259 273 90
285 300 90
4 280 0
104 281 135
298 2 90
82 141 0
248 60 0
294 197 90
116 44 45
254 221 45
159 278 0
39 257 135
70 244 135
252 82 0
231 84 135
299 263 135
241 232 45
163 235 45
242 95 90
64 46 45
81 92 90
274 9 45
47 188 90
184 194 45
56 27 45
128 186 0
84 134 90
128 138 0
208 83 45
295 77 0
209 8 0
256 41 45
173 118 90
159 218 45
73 204 90
24 143 45
143 46 135
284 248 45
125 91 0
267 250 90
227 80 0
158 168 45
258 99 0
191 31 0
87 144 45
69 230 45
127 219 135
12 57 0
77 72 90
4 228 0
218 129 45
113 292 45
106 132 135
142 162 135
282 128 135
70 243 0
65 39 135
27 10 135
288 264 45
124 285 135
189 297 90
163 215 45
202 77 90
221 86 135
221 298 90
102 33 0
83 33 135
44 147 0
5 199 0
58 166 45
232 203 135
208 279 135
111 75 90
180 175 45
1 233 0
122 140 0
30 175 45
298 179 0
68 189 0
136 5 45
95 214 90
81 47 90
5 234 0
192 272 0
115 197 90
71 1 0
282 118 135
163 220 0
286 237 0
264 92 45
218 41 90
238 96 90
233 237 45
141 129 135
47 200 45
161 68 45
89 92 0
19 119 135
143 9 45
261 174 135
237 231 90
35 103 45
133 116 90
98 28 135
191 256 45
118 213 0
246 227 0
79 122 90
197 91 0
287 26 45
22 62 90
136 130 0
19 19 45
138 271 135
237 296 135
139 167 0
36 275 135
115 50 135
64 105 45
43 131 135
123 115 135
70 79 0
38 117 135
252 204 0
248 126 45
239 86 45
279 143 45
10 233 45
196 183 90
127 290 0
190 84 90
56 252 0
99 54 45
266 25 45
102 178 135
164 97 90
247 55 135
266 35 90
27 251 45
112 36 0
181 167 0
230 68 0
104 234 90
161 268 0
235 47 90
215 152 90
272 150 0
208 122 135
88 180 45
206 4 0
47 101 45
168 171 90
202 107 45
122 171 135
229 9 90
204 99 0
246 187 45
31 151 45
130 128 0
73 201 45
70 193 45
46 296 90
215 244 0
181 124 0
112 194 135
271 76 90
232 266 90
298 200 135
234 254 45
8 28 45
203 244 90
26 256 90
161 260 45
106 286 90
296 80 135
102 148 90
25 75 45
285 157 0
102 69 90
139 36 45
143 94 135
269 93 90
35 63 90
151 211 90
56 245 90
209 60 135
206 253 135
285 297 90
143 204 0
227 227 90
195 175 90
266 232 45
49 282 90
110 175 135
152 158 135
46 171 45
259 197 135
140 131 135
79 254 135
88 217 90
187 134 90
271 242 135
26 6 90
200 47 90
71 205 0
262 193 0
235 260 0
186 133 0
235 1 135
74 166 135
187 279 135
179 95 90
276 27 135
290 12 0
20 46 0
282 18 45
285 242 0
286 194 0
165 201 90
228 243 135
227 62 0
176 88 90
298 226 0
280 80 90
268 15 90
71 145 0
210 270 90
144 197 45
216 140 135
185 96 0
183 37 90
87 53 135
84 184 0
74 38 0
8 221 0
6 210 135
292 293 0
57 24 0
189 19 135
48 168 0
35 89 135
251 31 45
97 91 90
70 49 45
79 255 90
140 150 0
197 142 135
17 260 0
214 201 0
148 182 0
190 49 0
227 226 45
195 170 0
123 141 90
27 13 0
253 233 90
59 30 45
208 206 135
61 199 135
183 241 0
157 270 135
18 234 135
188 224 90
232 4 45
156 211 0
111 150 45
105 267 135
217 260 0
133 182 135
219 263 0
64 51 135
212 175 90
296 52 45
194 125 90
194 262 0
48 173 90
177 161 90
30 74 135
231 39 90
242 10 135
119 55 135
231 300 135
67 61 90
20 36 90
259 298 90
117 168 45
198 125 45
97 211 0
184 212 135
96 122 0
130 173 0
277 15 135
215 241 0
27 182 45
271 187 90
295 89 45
206 61 0
287 131 90
223 109 0
296 158 90
213 104 90
16 66 0
114 137 135
160 229 90
220 161 0
178 240 135
197 298 45
264 59 90
36 23 135
67 58 90
182 43 0
269 95 45
142 195 135
53 156 90
240 191 135
192 79 0
28 173 45
178 279 45
281 86 45
151 263 90
206 224 90
283 172 90
242 4 0
169 128 135
95 297 45
135 25 0
10 223 90
276 215 45
298 62 0
242 269 90
236 165 90
135 217 45
259 124 0
150 161 90
164 134 0
64 21 45
211 226 0
42 261 0
125 245 45
90 300 0
212 44 0
117 57 0
25 145 45
178 237 135
57 94 45
191 100 90
169 18 135
149 271 90
276 152 135
265 12 0
116 62 135
141 237 135
152 228 90
162 120 45
258 43 0
166 241 90
242 173 90
106 96 45
217 85 0
86 251 90
52 277 0
204 63 0
292 24 135
122 195 45
167 129 90
88 235 0
139 21 45
240 236 45
67 224 135
155 95 135
62 190 135
14 254 90
13 106 90
25 76 90
105 42 0
183 268 135
142 34 135
78 72 0
103 123 45
248 51 0
246 267 135
255 278 135
135 292 90
200 54 135
130 101 45
277 203 45
212 4 90
76 108 135
114 180 45
110 200 45
27 284 135
195 91 90
223 74 90
252 35 45
111 123 135
287 149 135
44 17 0
185 141 90
155 144 45
4 80 135
178 118 0
25 100 135
115 234 45
161 184 0
107 271 0
110 243 0
162 209 0
206 56 90
64 284 135
123 146 0
290 189 45
5 120 0
53 45 45
72 284 0
71 124 90
191 1 90
137 49 135
197 41 0
48 14 0
212 20 0
298 95 45
15 42 0
208 261 90
33 140 45
94 249 135
231 245 0
164 95 135
98 85 135
266 142 45
77 140 45
125 20 0
186 241 135
217 245 0
137 200 0
62 161 0
300 181 90
12 237 135
65 285 45
176 283 0
199 75 45
58 193 90
32 285 135
218 104 0
129 257 45
215 108 0
71 26 135
242 152 45
94 175 0
154 271 90
74 31 135
193 85 45
11 191 90
300 65 45
104 56 0
226 291 45
203 271 0
230 211 135
2 186 90
227 273 0
288 69 0
164 103 90
9 138 45
235 124 90
30 121 0
231 97 135
172 230 135
248 104 90
119 46 45
100 47 45
219 62 135
134 108 0
248 270 90
61 246 45
55 48 45
199 68 135
42 294 90
63 27 135
72 187 45
275 19 45
120 167 90
187 164 135
61 86 45
211 63 135
93 152 90
249 172 0
193 243 0
182 170 135
132 224 135
186 139 45
210 154 45
229 182 90
88 62 135
146 148 135
26 18 90
188 276 135
206 232 45
216 18 135
103 131 0
189 2 0
167 215 0
169 178 0
28 8 0
121 114 90
9 226 135
282 75 45
119 84 90
92 50 135
262 264 45
68 262 90
197 283 135
61 155 0
294 66 135
125 288 90
179 34 0
59 263 135
81 70 90
92 94 135
84 212 45
88 45 45
156 146 0
146 6 45
139 136 0
73 263 0
181 142 0
258 124 0
284 128 90
168 153 90
206 115 135
139 135 45
142 132 45
295 18 90
53 271 90
137 133 0
246 156 90
282 89 45
117 189 0
201 119 135
8 181 45
70 218 90
87 182 135
209 11 90
8 31 90
181 198 0
50 90 45
269 253 90
49 140 135
199 14 0
66 168 0
6 139 45
104 108 45
276 222 90
19 213 45
2 296 0
220 285 135
171 169 45
206 107 0
76 290 0
34 227 45
59 208 135
238 98 0
179 78 0
17 74 90
112 256 0
289 105 45
110 240 135
225 260 90
85 203 90
180 161 45
146 200 0
281 143 135
108 78 0
147 79 90
284 68 90
75 132 90
50 199 135
100 4 135
259 97 90
72 256 45
124 165 135
294 151 0
259 174 0
209 243 135
191 124 135
145 154 45
205 83 45
122 59 45
36 18 0
228 104 0
132 198 90
68 249 90
131 273 0
170 246 90
193 13 45
207 108 135
241 16 135
33 243 45
77 113 135
23 97 135
284 242 90
107 158 0
236 159 135
94 216 90
72 232 135
28 295 0
6 51 90
213 111 135
68 180 90
69 279 90
94 116 45
14 107 90
292 252 135
207 197 90
299 138 90
218 287 45
232 262 90
10 217 90
83 295 0
86 16 0
168 27 0
143 255 0
237 74 90
56 73 90
239 256 135
33 190 135
93 56 135
272 292 0
33 85 135
144 55 135
225 265 135
66 98 0
255 299 135
189 155 90
197 225 135
82 40 90
281 150 135
34 63 0
104 135 135
100 272 135
77 128 0
44 14 0
67 104 45
101 261 90
97 69 135
142 177 0
293 47 90
25 294 90
10 109 0
288 98 90
188 19 135
238 88 135
3 162 45
108 278 0
19 199 90
239 67 90
152 84 90
53 130 45
73 120 135
120 184 0
91 282 0
189 293 0
159 74 0
209 18 90
269 175 0
276 150 90
240 206 45
255 148 90
241 22 45
282 63 90
142 49 45
229 110 90
272 68 135
181 213 0
261 99 0
145 34 135
88 36 45
113 52 90
236 21 0
95 123 90
289 93 0
85 118 0
260 97 135
223 8 0
222 288 0
97 99 90
108 219 90
59 164 0
218 13 0
174 253 90
20 184 0
184 43 90
276 88 45
98 219 45
248 79 90
169 58 45
189 156 45
189 283 90
24 138 0
252 185 135
269 56 0
32 261 45
19 82 45
83 203 0
192 238 90
230 265 0
130 77 0
4 10 90
190 174 0
137 62 135
104 88 45
278 56 0
80 49 45
18 148 135
260 274 90
245 99 135
286 20 90
103 282 90
109 232 0
208 141 135
294 253 135
271 106 45
26 4 0
103 40 135
157 17 90
181 148 45
20 100 0
237 151 0
149 117 0
120 27 135
101 8 135
194 120 45
151 38 135
257 194 0
89 223 45
253 126 135
94 231 90
260 242 90
32 145 45
24 202 45
238 212 90
135 49 0
108 212 0
257 66 135
290 199 45
114 208 90
257 186 45
86 52 135
87 91 90
57 83 135
36 300 45
125 284 135
245 256 90
128 87 0
150 184 90
184 280 45
115 287 90
43 33 45
85 246 45
250 102 90
201 18 0
245 57 135
210 213 135
294 198 0
191 263 0
79 21 0
268 72 90
177 213 135
29 272 90
242 289 45
62 47 135
14 160 90
64 23 45
115 73 45
17 163 45
208 170 135
252 32 0
111 14 45
80 3 90
104 121 0
32 298 0
139 279 0
79 180 90
208 183 135
49 115 90
165 270 90
21 282 135
284 239 0
68 195 0
41 146 0
135 190 45
43 160 135
164 218 90
85 176 0
113 256 45
43 282 45
83 42 135
228 268 45
290 20 90
11 76 45
181 185 45
196 105 45
53 161 135
68 270 135
228 274 90
167 267 45
16 213 45
297 140 90
126 285 90
269 131 135
176 22 45
269 151 135
30 89 135
164 41 135
106 156 0
184 184 90
249 22 0
78 201 135
4 124 45
104 112 135
103 284 45
292 101 135
258 247 45
10 243 0
254 18 45
34 44 0
198 22 45
285 212 0
40 29 135
4 150 0
180 91 135
153 153 135
160 100 45
77 45 135
171 49 90
188 192 135
295 59 90
84 233 0
158 62 45
144 226 45
229 232 0
265 290 45
209 247 0
39 240 45
202 146 45
155 104 45
142 233 135
144 299 135
73 228 45
1 140 45
220 92 0
24 96 135
64 121 135
2 172 90
75 115 45
58 63 45
213 193 135
79 268 135
269 298 0
163 125 90
169 180 45
36 110 0
45 192 0
268 91 90
231 289 90
59 118 45
79 291 0
288 137 90
157 228 45
20 271 0
136 64 90
203 231 135
299 12 45
258 23 0
282 7 0
52 124 135
232 54 135
66 60 0
116 237 90
95 113 45
170 226 0
64 298 0
300 177 135
209 167 90
59 75 45
66 148 0
34 151 90
230 236 0
259 131 90
195 168 90
252 98 90
238 129 0
83 129 45
168 157 0
124 8 135
80 184 90
282 286 135
82 98 45
169 75 135
93 242 0
267 179 90
222 230 0
41 57 135
174 147 0
156 96 0
226 38 90
177 12 135
199 144 135
260 208 0
94 117 0
230 176 135
47 211 0
183 177 45
53 102 135
221 186 0
21 184 90
201 277 90
59 203 0
8 96 135
200 89 45
87 86 45
173 29 45
106 207 135
224 29 135
265 108 45
130 23 0
243 127 90
189 133 135
240 222 0
87 28 0
279 89 90
91 42 45
216 99 45
260 277 135
277 142 0
144 29 45
13 101 135
15 162 90
182 158 90
73 149 45
97 282 90
83 5 0
268 43 0
119 269 135
255 285 135
44 299 0
90 289 90
111 232 135
189 243 135
55 4 135
280 281 135
192 73 135
22 155 135
41 117 90
206 149 135
269 74 45
180 273 135
12 29 45
265 173 135
220 287 45
31 287 90
61 293 0
206 168 45
223 139 0
86 68 45
266 111 135
98 62 90
185 109 90
195 138 0
96 281 45
123 20 0
6 150 45
121 51 135
264 37 45
261 241 135
172 172 90
165 174 90
204 211 135
22 36 45
159 7 135
162 291 90
284 289 135
98 221 135
38 290 0
26 266 135
214 206 45
86 173 0
168 118 0
49 267 90
273 150 45
214 51 135
109 74 90
296 123 90
24 79 0
131 114 135
130 92 135
135 163 135
204 71 135
235 40 0
51 66 45
239 226 0
65 28 135
196 97 45
100 183 135
115 66 0
211 109 45
73 128 0
157 111 90
10 196 0
193 46 0
62 32 90
98 294 0
52 296 90
296 32 90
85 15 45
9 207 135
89 15 90
247 245 90
140 250 90
200 206 0
87 13 45
290 229 45
154 242 0
126 81 135
251 221 45
280 100 45
270 94 45
49 46 135
73 74 135
94 162 90
291 160 0
144 124 45
264 24 135
132 250 0
227 261 0
48 8 0
242 47 135
283 6 0
205 67 45
258 163 0
45 93 0
227 76 45
43 27 90
20 32 90
116 100 90
50 102 135
19 239 0
45 107 0
254 160 90
3 264 45
236 195 45
67 111 45
86 111 45
44 169 135
64 170 135
9 55 0
207 209 0
28 55 90
240 125 0
58 74 0
98 114 135
112 56 0
213 13 0
6 229 0
200 26 0
100 178 45
99 52 45
85 239 135
242 40 90
290 173 90
244 283 0
245 191 90
263 38 90
148 184 135
139 17 45
49 29 0
122 158 45
195 223 90
106 101 135
66 124 90
85 3 135
266 17 90
138 15 45
116 281 90
123 281 45
115 146 135
84 97 135
258 193 135
255 228 135
130 221 135
183 118 135
260 289 0
198 249 90
231 228 135
123 88 45
71 241 135
256 270 135
129 43 135
42 195 90
270 233 45
43 288 45
206 203 0
193 270 90
14 198 0
59 134 45
176 273 135
43 274 45
176 45 90
61 70 0
223 66 90
95 128 90
211 184 0
75 217 135
274 189 90
14 4 0
181 283 0
205 188 45
135 105 90
285 226 0
162 136 0
80 189 0
118 70 0
153 260 45
219 269 90
181 276 45
13 223 45
211 194 45
239 149 45
55 264 90
62 122 135
62 108 135
265 52 90
283 125 135
125 19 90
50 117 90
124 39 90
167 57 45
154 131 0
255 221 90
35 177 135
13 121 0
15 154 45
280 91 0
