5 5000
42 214 45
155 80 90
16 184 45
90 110 0
174 20 135
110 151 90
167 176 0
54 268 90
56 230 45
37 215 135
199 102 0
93 203 45
202 124 45
25 286 135
144 74 0
276 179 90
165 56 0
213 245 45
60 2 0
179 255 0
115 121 135
51 206 135
164 45 45
147 11 45
28 112 0
60 163 135
251 219 135
11 40 135
204 104 90
288 60 0
113 289 45
128 274 135
86 211 90
109 63 45
275 32 45
71 79 135
288 135 90
246 285 135
170 15 45
252 14 90
246 278 0
227 227 90
276 254 0
290 155 0
210 99 135
201 138 45
59 234 0
298 242 90
250 263 45
139 163 45
26 195 45
136 206 45
197 78 90
81 108 0
99 205 135
149 213 0
34 123 135
111 166 135
114 257 45
235 192 135
124 289 45
193 270 45
235 277 135
57 265 45
212 239 0
295 159 0
11 125 90
99 117 90
46 147 135
157 105 0
298 286 45
221 28 0
278 2 45
122 56 90
135 110 45
273 127 45
16 261 90
58 268 90
182 173 0
287 190 135
278 219 0
48 239 0
202 283 90
295 51 45
216 112 45
248 89 0
259 223 0
178 22 0
8 52 0
273 147 135
278 145 135
185 220 135
111 139 0
191 126 45
142 44 0
117 33 135
30 229 45
258 63 90
108 277 135
82 86 90
147 126 0
185 170 135
71 215 0
73 20 90
33 80 0
278 267 135
107 37 90
159 295 90
197 129 135
290 178 135
112 95 45
162 98 45
187 235 135
137 94 45
166 207 135
298 116 45
276 94 90
258 195 90
189 231 135
273 174 0
51 20 90
76 205 135
3 239 0
4 192 45
155 70 0
91 173 0
195 4 135
24 158 90
265 200 90
59 240 135
186 211 135
106 172 0
216 48 0
154 205 90
21 105 135
11 284 135
134 261 45
245 235 135
80 184 45
33 40 90
289 256 90
168 203 45
210 251 45
157 56 45
173 205 90
265 277 135
232 168 45
25 124 0
52 82 45
266 156 135
174 45 135
43 53 135
95 67 0
57 248 135
207 195 45
21 216 0
13 191 0
108 239 0
265 37 135
132 274 45
278 181 45
198 126 45
59 224 45
154 195 45
132 242 45
46 25 0
246 287 135
41 195 135
113 278 135
140 112 45
54 76 135
293 54 135
119 22 0
294 104 90
300 56 0
95 138 90
242 48 0
159 131 90
294 153 45
282 104 90
218 21 135
42 288 135
49 290 135
77 80 135
113 187 0
177 3 0
187 172 0
226 59 90
297 188 45
279 179 45
223 84 45
112 101 0
295 216 45
14 160 90
80 32 0
273 212 90
240 91 45
285 17 135
54 113 0
283 235 90
273 258 0
57 98 0
139 131 0
285 85 45
157 59 0
231 87 45
4 112 0
94 32 135
251 82 135
295 242 45
271 18 90
152 120 45
44 108 135
131 43 45
231 176 90
117 140 90
32 223 90
218 291 45
192 21 90
104 156 90
175 300 0
60 171 0
299 75 135
215 288 135
134 23 90
57 117 90
99 121 45
190 289 45
69 277 135
10 204 0
70 113 0
150 265 135
62 4 135
193 231 45
4 96 135
163 245 0
37 20 45
40 5 135
81 118 0
201 162 0
213 39 90
173 254 45
49 65 135
105 55 135
54 291 45
91 88 0
242 145 45
151 102 135
69 194 135
79 220 90
262 118 135
33 20 45
257 45 135
225 209 0
21 181 45
37 135 0
206 183 45
47 294 90
268 111 135
3 1 90
121 10 135
251 266 45
262 63 45
245 260 135
96 49 90
14 142 135
235 22 0
243 292 45
91 266 90
88 298 45
175 7 90
242 117 90
152 90 135
210 37 135
263 23 90
282 70 135
222 215 0
108 149 135
85 267 0
288 185 0
87 246 0
39 276 135
156 227 0
90 126 0
118 159 90
199 289 135
148 140 135
208 216 0
182 238 0
80 182 135
270 33 135
201 210 135
68 284 90
128 264 45
192 1 90
213 35 135
136 37 0
191 165 45
166 265 45
79 157 0
292 296 45
276 267 135
11 136 45
167 26 45
292 21 90
180 223 135
223 178 135
177 101 90
292 77 0
252 97 0
62 234 135
1 37 90
44 215 90
80 264 45
235 15 45
280 37 90
237 270 45
263 228 0
47 216 135
141 11 45
63 90 135
226 219 45
111 155 0
153 17 90
236 243 0
251 171 135
87 296 135
70 145 45
269 283 45
249 63 45
281 220 135
35 149 135
165 109 90
157 182 0
23 300 0
274 138 135
152 238 45
203 48 135
98 220 90
281 264 45
123 223 45
111 98 45
